This is a record of the ancestors of Jesus the Messiah , a descendant of David and of Abraham : ||| Das Buch der Geschichte Jesu Christi , des Sohnes Davids , des Sohnes Abrahams :
He put up with them through forty years of wandering in the wilderness . ||| Und während einer Zeitspanne von ungefähr vierzig Jahren ertrug er ihr Gebaren in der Wildnis .
Then he destroyed seven nations in Canaan and gave their land to Israel as an inheritance . ||| Nachdem er sieben Nationen im Land Kạnaan vernichtet hatte , verteilte er das Land durch das Los unter sie :
All this took about 450 years . “ After that , God gave them judges to rule until the time of Samuel the prophet . ||| all das während ungefähr vierhundertfünfzig Jahren . Und nach diesen Dingen gab er ihnen Richter bis zum Propheten Samuel .
Then the people begged for a king , and God gave them Saul son of Kish , a man of the tribe of Benjamin , who reigned for forty years . ||| Doch von da an verlangten sie einen König , und Gott gab ihnen Saul , den Sohn des Kisch , einen Mann aus dem Stamm Bẹnjamin , für vierzig Jahre .
But God removed Saul and replaced him with David , a man about whom God said , ‘ I have found David son of Jesse , a man after my own heart . He will do everything I want him to do . ’ ||| Und nachdem er ihn weggetan hatte , erweckte er ihnen David zum König , von dem er Zeugnis ablegte und sprach : ‚ Ich habe David gefunden , den Sohn Ịsaïs , einen Mann , der meinem Herzen angenehm ist , der alles , was ich begehre , tun wird . ‘
“ And it is one of King David’s descendants , Jesus , who is God’s promised Savior of Israel ! ||| Aus der Nachkommenschaft dieses [ Mannes ] hat Gott seiner Verheißung gemäß für Israel einen Retter , Jesus , gebracht ,
Before he came , John the Baptist preached that all the people of Israel needed to repent of their sins and turn to God and be baptized . ||| nachdem Johạnnes vor dessen Auftreten dem ganzen Volk Israel öffentlich [ die ] Taufe [ als Symbol ] der Reue gepredigt hatte .
As John was finishing his ministry he asked , ‘ Do you think I am the Messiah ? No , I am not ! But he is coming soonand I’m not even worthy to be his slave and untie the sandals on his feet . ’ ||| Während aber Johạnnes seinen Lauf erfüllte , sprach er : ‚ Was vermutet ihr , wer ich bin ? Ich bin es nicht . Doch seht , nach mir kommt einer , dem die Sandalen von seinen Füßen loszubinden ich nicht würdig bin . ‘
“ Brothersyou sons of Abraham , and also you God-fearing Gentilesthis message of salvation has been sent to us ! ||| Männer , Brüder , ihr Söhne vom Geschlecht Abrahams , und die [ anderen ] unter euch , die Gott fürchten , uns ist das Wort von dieser Rettung gesandt worden .
The people in Jerusalem and their leaders did not recognize Jesus as the one the prophets had spoken about . Instead , they condemned him , and in doing this they fulfilled the prophets’ words that are read every Sabbath . ||| Denn die Bewohner Jerusalems und ihre Vorsteher erkannten diesen nicht , doch als sie als Richter auftraten , erfüllten sie die Dinge , die von den PROPHETEN geäußert worden sind und die jeden Sabbat vorgelesen werden ,
They found no legal reason to execute him , but they asked Pilate to have him killed anyway . ||| und obwohl sie keine Ursache fanden [ , ihn ] zu töten , verlangten sie von Pilạtus , daß er hingerichtet werde .
“ When they had done all that the prophecies said about him , they took him down from the cross and placed him in a tomb . ||| Als sie nun alles , was über ihn geschrieben steht , vollbracht hatten , nahmen sie ihn vom Stamm herab und legten ihn in eine Gedächtnisgruft .
But God raised him from the dead ! ||| Gott aber auferweckte ihn von den Toten ;
And over a period of many days he appeared to those who had gone with him from Galilee to Jerusalem . They are now his witnesses to the people of Israel . ||| und während vieler Tage wurde er für die sichtbar , die mit ihm aus Galilạ̈a nach Jerusalem hinaufgegangen waren , die nun seine Zeugen vor dem Volk sind .
“ And now we are here to bring you this Good News . The promise was made to our ancestors , ||| Und so verkünden wir euch die gute Botschaft von der Verheißung , die an die Vorväter erging ,
and God has now fulfilled it for us , their descendants , by raising Jesus . This is what the second psalm says about Jesus : ‘ You are my Son . Today I have become your Father . ’ ||| welche Gott uns , ihren Kindern , gänzlich dadurch erfüllt hat , daß er Jesus auferstehen ließ , wie es auch im zweiten Psalm geschrieben steht : ‚ Du bist mein Sohn , heute bin ich dein Vater geworden . ‘
For God had promised to raise him from the dead , not leaving him to rot in the grave . He said , ‘ I will give you the sacred blessings I promised to David . ’ ||| Und diese Tatsache , daß er ihn von den Toten zur Auferstehung brachte , dazu bestimmt , nicht mehr zur Verwesung zurückzukehren , hat er auf diese Weise dargelegt : ‚ Ich will euch die dem David [ zugesagten ] liebenden Gütigkeiten verleihen , die zuverlässig sind . ‘
Another psalm explains it more fully : ‘ You will not allow your Holy One to rot in the grave . ’ ||| Daher sagt er auch in einem anderen Psalm : ‚ Du wirst nicht zulassen , daß dein Loyalgesinnter die Verwesung sieht . ‘
This is not a reference to David , for after David had done the will of God in his own generation , he died and was buried with his ancestors , and his body decayed . ||| Denn David einerseits diente in seiner eigenen Generation dem ausdrücklichen Willen Gottes und entschlief [ im Tode ] und wurde zu seinen Vorvätern gelegt und sah die Verwesung .
No , it was a reference to someone elsesomeone whom God raised and whose body did not decay . ||| Andererseits sah der , den Gott auferweckt hat , die Verwesung nicht .
“ Brothers , listen ! We are here to proclaim that through this man Jesus there is forgiveness for your sins . ||| Darum sei euch kund , Brüder , daß euch durch diesen Vergebung der Sünden verkündigt wird
Everyone who believes in him is declared right with Godsomething the law of Moses could never do . ||| und daß von allen Dingen , von denen ihr durch das Gesetz Mose nicht schuldlos gesprochen werden konntet , jeder , der glaubt , durch diesen schuldlos gesprochen wird .
Be careful ! Don’t let the prophets’ words apply to you . For they said , ||| Seht daher zu , daß das nicht über euch komme , was in den PROPHETEN gesagt ist :
‘ Look , you mockers , be amazed and die ! For I am doing something in your own day , something you wouldn’t believe even if someone told you about it . ’ ” ||| ‚ Seht es , ihr Verächter , und wundert euch darüber , und schwindet dahin ; denn ich wirke ein Werk in euren Tagen , ein Werk , das ihr gewiß nicht glauben werdet , auch wenn es euch jemand im einzelnen erzählt . ‘ “
As Paul and Barnabas left the synagogue that day , the people begged them to speak about these things again the next week . ||| Als sie nun hinausgingen , begannen die Leute inständig zu bitten , daß diese Dinge am folgenden Sabbat zu ihnen geredet würden .
Many Jews and devout converts to Judaism followed Paul and Barnabas , and the two men urged them to continue to rely on the grace of God . ||| Nachdem nun die Synagogenversammlung aufgelöst worden war , folgten viele von den Juden und von den Proselyten , die [ Gott ] anbeteten , Paulus und Bạrnabas , die , indem sie zu ihnen redeten , sie anzuspornen begannen , in der unverdienten Güte Gottes zu verharren .
The following week almost the entire city turned out to hear them preach the word of the Lord . ||| Am nächsten Sabbat versammelte sich nahezu die ganze Stadt , um das Wort Jehovas zu hören .
But when some of the Jews saw the crowds , they were jealous ; so they slandered Paul and argued against whatever he said . ||| Als die Juden die Volksmengen erblickten , wurden sie mit Eifersucht erfüllt und begannen dem von Paulus Geredeten lästernd zu widersprechen .
Then Paul and Barnabas spoke out boldly and declared , “ It was necessary that we first preach the word of God to you Jews . But since you have rejected it and judged yourselves unworthy of eternal life , we will offer it to the Gentiles . ||| Da redeten Paulus und Bạrnabas mit Freimut , indem sie sagten : „ Es war notwendig , daß das Wort Gottes zuerst zu euch geredet wurde . Da ihr es von euch stoßt und euch selbst des ewigen Lebens nicht für würdig erachtet , siehe , so wenden wir uns den Nationen zu .
For the Lord gave us this command when he said , ‘ I have made you a light to the Gentiles , to bring salvation to the farthest corners of the earth . ’ ” ||| In der Tat , Jehova hat uns in diesen Worten geboten : ‚ Ich habe dich zu einem Licht der Nationen gesetzt , damit du zur Rettung seist bis zum äußersten Ende der Erde . ‘ “
When the Gentiles heard this , they were very glad and thanked the Lord for his message ; and all who were chosen for eternal life became believers . ||| Als die von den Nationen das hörten , begannen sie sich zu freuen und das Wort Jehovas zu verherrlichen , und alle , die zum ewigen Leben richtig eingestellt waren , wurden gläubig .
So the Lord’s message spread throughout that region . ||| Ferner wurde das Wort Jehovas weiterhin durch das ganze Land getragen .
Then the Jews stirred up the influential religious women and the leaders of the city , and they incited a mob against Paul and Barnabas and ran them out of town . ||| Die Juden aber hetzten die angesehenen Frauen auf , die [ Gott ] anbeteten , und die prominenten Männer der Stadt , und sie erregten eine Verfolgung gegen Paulus und Bạrnabas und trieben sie aus ihren Grenzen hinaus .
So they shook the dust from their feet as a sign of rejection and went to the town of Iconium . ||| Diese schüttelten den Staub von ihren Füßen gegen sie ab und begaben sich nach Ikọnion .
And the believers were filled with joy and with the Holy Spirit . ||| Und die Jünger wurden fortgesetzt mit Freude und heiligem Geist erfüllt .
The same thing happened in Iconium . Paul and Barnabas went to the Jewish synagogue and preached with such power that a great number of both Jews and Greeks became believers . ||| In Ikọnion nun gingen sie zusammen in die Synagoge der Juden und redeten auf eine Weise , daß eine große Menge Juden und auch Griechen gläubig wurden .
Some of the Jews , however , spurned God’s message and poisoned the minds of the Gentiles against Paul and Barnabas . ||| Die Juden aber , die nicht glaubten , erregten die Seelen der Leute der Nationen und beeinflußten sie zum Bösen gegen die Brüder .
But the apostles stayed there a long time , preaching boldly about the grace of the Lord . And the Lord proved their message was true by giving them power to do miraculous signs and wonders . ||| Daher brachten sie eine geraume Zeit damit zu , freimütig aufgrund der Ermächtigung Jehovas zu reden , der Zeugnis für das Wort seiner unverdienten Güte gab , indem er Zeichen und Wunder durch ihre Hände geschehen ließ .
But the people of the town were divided in their opinion about them . Some sided with the Jews , and some with the apostles . ||| Die Menge der Stadt war indes gespalten , und einige waren für die Juden , andere aber für die Apostel .
